accession_number,technology,assembly,country
KM047198.1,454; Sanger dideoxy sequencing,SeqScape v. 2.5; GS Reference Mapper v.,Poland
KM047197.1,454; Sanger dideoxy sequencing,SeqScape v. 2.5; GS Reference Mapper v.,Poland
KM047196.1,454; Sanger dideoxy sequencing,SeqScape v. 2.5; GS Reference Mapper v.,Poland
KM047195.1,454; Sanger dideoxy sequencing,SeqScape v. 2.5; GS Reference Mapper v.,Poland
KM047194.1,454; Sanger dideoxy sequencing,SeqScape v. 2.5; GS Reference Mapper v.,Poland
KM047193.1,454; Sanger dideoxy sequencing,SeqScape v. 2.5; GS Reference Mapper v.,Poland
KM047192.1,454; Sanger dideoxy sequencing,SeqScape v. 2.5; GS Reference Mapper v.,Poland
KM047191.1,454; Sanger dideoxy sequencing,SeqScape v. 2.5; GS Reference Mapper v.,Poland
KM047190.1,454; Sanger dideoxy sequencing,SeqScape v. 2.5; GS Reference Mapper v.,Poland
KM047189.1,454; Sanger dideoxy sequencing,SeqScape v. 2.5; GS Reference Mapper v.,Poland
KM047188.1,454; Sanger dideoxy sequencing,SeqScape v. 2.5; GS Reference Mapper v.,Poland
JX128091.1,NA,NA,NA
JX128090.1,NA,NA,NA
JX128089.1,NA,NA,NA
JX128088.1,NA,NA,NA
JX128087.1,NA,NA,NA
JX128086.1,NA,NA,NA
JX128085.1,NA,NA,NA
JX128084.1,NA,NA,NA
JX128083.1,NA,NA,NA
JX128082.1,NA,NA,NA
JX128081.1,NA,NA,NA
JX128080.1,NA,NA,NA
JX128079.1,NA,NA,NA
JX128078.1,NA,NA,NA
JX128077.1,NA,NA,NA
JX128076.1,NA,NA,NA
JX128075.1,NA,NA,NA
JX128074.1,NA,NA,NA
JX128073.1,NA,NA,NA
JX128072.1,NA,NA,NA
JX128071.1,NA,NA,NA
JX128070.1,NA,NA,NA
JX128069.1,NA,NA,NA
JX128068.1,NA,NA,NA
JX128067.1,NA,NA,NA
JX128066.1,NA,NA,NA
JX128065.1,NA,NA,NA
JX128064.1,NA,NA,NA
JX128063.1,NA,NA,NA
JX128062.1,NA,NA,NA
JX128061.1,NA,NA,NA
JX128060.1,NA,NA,NA
JX128059.1,NA,NA,NA
JX128058.1,NA,NA,NA
OP682177.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682176.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682175.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682174.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682173.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682172.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682171.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682170.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682169.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682168.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682167.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682166.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682165.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682164.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682163.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682162.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682161.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682160.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682159.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682158.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
JX128057.1,NA,NA,NA
JX128056.1,NA,NA,NA
JX128055.1,NA,NA,NA
JX128054.1,NA,NA,NA
JX128053.1,NA,NA,NA
JX128052.1,NA,NA,NA
JX128051.1,NA,NA,NA
JX128050.1,NA,NA,NA
JX128049.1,NA,NA,NA
JX128048.1,NA,NA,NA
JX128047.1,NA,NA,NA
JX128046.1,NA,NA,NA
JX128045.1,NA,NA,NA
JX128044.1,NA,NA,NA
JX128043.1,NA,NA,NA
JX128042.1,NA,NA,NA
JX128041.1,NA,NA,NA
MG738729.1,NA,NA,NA
MG592700.1,NA,NA,NA
MG744607.1,NA,NA,NA
MG748729.1,NA,NA,NA
MG744605.1,NA,NA,NA
MG748728.1,NA,NA,NA
MG744604.1,NA,NA,NA
MG744603.1,NA,NA,NA
MG744602.1,NA,NA,NA
MG709055.1,NA,NA,NA
MG709130.1,NA,NA,NA
MG709139.1,NA,NA,NA
MG709132.1,NA,NA,NA
MG687433.1,NA,NA,NA
MG687434.1,NA,NA,NA
MG701013.1,NA,NA,NA
MG706974.1,NA,NA,NA
MG700523.1,NA,NA,NA
MG706447.1,NA,NA,NA
MG700693.1,NA,NA,NA
MG712580.1,NA,NA,NA
MG709149.1,NA,NA,NA
MG712510.1,NA,NA,NA
MG571221.1,Illumina,BWA v. 0.5.10,Peru
MG571220.1,Illumina,BWA v. 0.5.10,Peru
MG571219.1,Illumina,BWA v. 0.5.10,Peru
MG571218.1,Illumina,BWA v. 0.5.10,Peru
MG571217.1,Illumina,BWA v. 0.5.10,Peru
MG571216.1,Illumina,BWA v. 0.5.10,Peru
MG571215.1,Illumina,BWA v. 0.5.10,Peru
MG571214.1,Illumina,BWA v. 0.5.10,Peru
MG571213.1,Illumina,BWA v. 0.5.10,Peru
MG571212.1,Illumina,BWA v. 0.5.10,Peru
MG571211.1,Illumina,BWA v. 0.5.10,Peru
MG571210.1,Illumina,BWA v. 0.5.10,Peru
MG571209.1,Illumina,BWA v. 0.5.10,Peru
MG571208.1,Illumina,BWA v. 0.5.10,Peru
MG571207.1,Illumina,BWA v. 0.5.10,Peru
MG571206.1,Illumina,BWA v. 0.5.10,Peru
MG571205.1,Illumina,BWA v. 0.5.10,Peru
MG571204.1,Illumina,BWA v. 0.5.10,Peru
MG571203.1,Illumina,BWA v. 0.5.10,Peru
MG571202.1,Illumina,BWA v. 0.5.10,Peru
MG571201.1,Illumina,BWA v. 0.5.10,Peru
MG571200.1,Illumina,BWA v. 0.5.10,Peru
MG571199.1,Illumina,BWA v. 0.5.10,Peru
MG571198.1,Illumina,BWA v. 0.5.10,Peru
MG571197.1,Illumina,BWA v. 0.5.10,Peru
MG571196.1,Illumina,BWA v. 0.5.10,Peru
MG571195.1,Illumina,BWA v. 0.5.10,Peru
MG571194.1,Illumina,BWA v. 0.5.10,Peru
MG571193.1,Illumina,BWA v. 0.5.10,Peru
MG571192.1,Illumina,BWA v. 0.5.10,Peru
MG571191.1,Illumina,BWA v. 0.5.10,Peru
MG571190.1,Illumina,BWA v. 0.5.10,Peru
MG571189.1,Illumina,BWA v. 0.5.10,Peru
MG571188.1,Illumina,BWA v. 0.5.10,Peru
MG571187.1,Illumina,BWA v. 0.5.10,Peru
MG571186.1,Illumina,BWA v. 0.5.10,Peru
MG571185.1,Illumina,BWA v. 0.5.10,Peru
MG571184.1,Illumina,BWA v. 0.5.10,Peru
MG571183.1,Illumina,BWA v. 0.5.10,Peru
MG571182.1,Illumina,BWA v. 0.5.10,Peru
MG571181.1,Illumina,BWA v. 0.5.10,Peru
MG571180.1,Illumina,BWA v. 0.5.10,Peru
MG571179.1,Illumina,BWA v. 0.5.10,Peru
MG571178.1,Illumina,BWA v. 0.5.10,Peru
MG571177.1,Illumina,BWA v. 0.5.10,Peru
MG571176.1,Illumina,BWA v. 0.5.10,Peru
MG571175.1,Illumina,BWA v. 0.5.10,Peru
MG571174.1,Illumina,BWA v. 0.5.10,Peru
MG571173.1,Illumina,BWA v. 0.5.10,Peru
MG571172.1,Illumina,BWA v. 0.5.10,Peru
MG571171.1,Illumina,BWA v. 0.5.10,Peru
MG571170.1,Illumina,BWA v. 0.5.10,Peru
MG571169.1,Illumina,BWA v. 0.5.10,Peru
MG571168.1,Illumina,BWA v. 0.5.10,Peru
MG571167.1,Illumina,BWA v. 0.5.10,Peru
MG571166.1,Illumina,BWA v. 0.5.10,Peru
MG571165.1,Illumina,BWA v. 0.5.10,Peru
MG571164.1,Illumina,BWA v. 0.5.10,Peru
MG571163.1,Illumina,BWA v. 0.5.10,Peru
MG571162.1,Illumina,BWA v. 0.5.10,Peru
MG571161.1,Illumina,BWA v. 0.5.10,Peru
MG571160.1,Illumina,BWA v. 0.5.10,Peru
MG571159.1,Illumina,BWA v. 0.5.10,Peru
MG571158.1,Illumina,BWA v. 0.5.10,Peru
MG571157.1,Illumina,BWA v. 0.5.10,Peru
MG571156.1,Illumina,BWA v. 0.5.10,Peru
MG571155.1,Illumina,BWA v. 0.5.10,Peru
MG571154.1,Illumina,BWA v. 0.5.10,Peru
MG571153.1,Illumina,BWA v. 0.5.10,Peru
MG571152.1,Illumina,BWA v. 0.5.10,Peru
MG571151.1,Illumina,BWA v. 0.5.10,Peru
MG571150.1,Illumina,BWA v. 0.5.10,Peru
MG571149.1,Illumina,BWA v. 0.5.10,Peru
MG571148.1,Illumina,BWA v. 0.5.10,Peru
MG571147.1,Illumina,BWA v. 0.5.10,Peru
MG571146.1,Illumina,BWA v. 0.5.10,Peru
MG571145.1,Illumina,BWA v. 0.5.10,Peru
MG571144.1,Illumina,BWA v. 0.5.10,Peru
MG571143.1,Illumina,BWA v. 0.5.10,Peru
MG571142.1,Illumina,BWA v. 0.5.10,Peru
MG571141.1,Illumina,BWA v. 0.5.10,Peru
MG571140.1,Illumina,BWA v. 0.5.10,Peru
MG571139.1,Illumina,BWA v. 0.5.10,Peru
MG571138.1,Illumina,BWA v. 0.5.10,Peru
MG571137.1,Illumina,BWA v. 0.5.10,Peru
MG571136.1,Illumina,BWA v. 0.5.10,Peru
MG571135.1,Illumina,BWA v. 0.5.10,Peru
MG571134.1,Illumina,BWA v. 0.5.10,Peru
MG571133.1,Illumina,BWA v. 0.5.10,Peru
MG571132.1,Illumina,BWA v. 0.5.10,Peru
MG571131.1,Illumina,BWA v. 0.5.10,Peru
MG571130.1,Illumina,BWA v. 0.5.10,Peru
MG571129.1,Illumina,BWA v. 0.5.10,Peru
MG571128.1,Illumina,BWA v. 0.5.10,Peru
MG571127.1,Illumina,BWA v. 0.5.10,Peru
MG571126.1,Illumina,BWA v. 0.5.10,Peru
MG571125.1,Illumina,BWA v. 0.5.10,Peru
MG571124.1,Illumina,BWA v. 0.5.10,Peru
MG571123.1,Illumina,BWA v. 0.5.10,Peru
MG571122.1,Illumina,BWA v. 0.5.10,Peru
MG571121.1,Illumina,BWA v. 0.5.10,Peru
MG571120.1,Illumina,BWA v. 0.5.10,Peru
MG571119.1,Illumina,BWA v. 0.5.10,Peru
MG571118.1,Illumina,BWA v. 0.5.10,Peru
MG571117.1,Illumina,BWA v. 0.5.10,Peru
MG571116.1,Illumina,BWA v. 0.5.10,Peru
MG571115.1,Illumina,BWA v. 0.5.10,Peru
MG571114.1,Illumina,BWA v. 0.5.10,Peru
MG571113.1,Illumina,BWA v. 0.5.10,Peru
MG571112.1,Illumina,BWA v. 0.5.10,Peru
MG571111.1,Illumina,BWA v. 0.5.10,Peru
MG571110.1,Illumina,BWA v. 0.5.10,Peru
MG571109.1,Illumina,BWA v. 0.5.10,Peru
MG571108.1,Illumina,BWA v. 0.5.10,Peru
MG571107.1,Illumina,BWA v. 0.5.10,Peru
MG571106.1,Illumina,BWA v. 0.5.10,Peru
MG571105.1,Illumina,BWA v. 0.5.10,Peru
MG571104.1,Illumina,BWA v. 0.5.10,Peru
MG668999.1,NA,NA,NA
MG670545.1,NA,NA,NA
MG670110.1,NA,NA,NA
MG678791.1,NA,NA,NA
MG669471.1,NA,NA,NA
MG669470.1,NA,NA,NA
MG665387.1,NA,NA,NA
MG182042.1,Illumina,BWA v. 0.7.8,NA
MG182041.1,Illumina,BWA v. 0.7.8,NA
MG182040.1,Illumina,BWA v. 0.7.8,NA
MG182039.1,Illumina,BWA v. 0.7.8,NA
MG182038.1,Illumina,BWA v. 0.7.8,NA
MG182037.1,Illumina,BWA v. 0.7.8,NA
MG182036.1,Illumina,BWA v. 0.7.8,NA
MG182035.1,Illumina,BWA v. 0.7.8,NA
MG182034.1,Illumina,BWA v. 0.7.8,NA
MG182033.1,Illumina,BWA v. 0.7.8,NA
MG182032.1,Illumina,BWA v. 0.7.8,NA
MG182031.1,Illumina,BWA v. 0.7.8,NA
MG182030.1,Illumina,BWA v. 0.7.8,NA
MG182029.1,Illumina,BWA v. 0.7.8,NA
MG182028.1,Illumina,BWA v. 0.7.8,NA
MG182027.1,Illumina,BWA v. 0.7.8,NA
MG182026.1,Illumina,BWA v. 0.7.8,NA
MG182025.1,Illumina,BWA v. 0.7.8,NA
MG182024.1,Illumina,BWA v. 0.7.8,NA
MG386502.1,Sanger dideoxy sequencing,NA,NA
MG649088.1,NA,NA,NA
MG427079.1,NA,NA,NA
MG322268.1,NA,NA,NA
MG597495.1,NA,NA,NA
MG609036.1,NA,NA,NA
MG649085.1,NA,NA,NA
MG649089.1,NA,NA,NA
MG649084.1,NA,NA,NA
MG649086.1,NA,NA,NA
MG609037.1,NA,NA,NA
MG609035.1,NA,NA,NA
MG595757.1,NA,NA,NA
MG597492.1,NA,NA,NA
MG597233.1,NA,NA,NA
MG597496.1,NA,NA,NA
OP682157.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682156.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682155.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682154.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682153.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682152.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682151.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682150.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682149.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682148.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682147.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682146.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682145.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682144.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682143.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682142.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682141.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682140.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682139.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682138.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
MG592718.1,NA,NA,NA
MG586888.1,NA,NA,NA
MG583844.1,NA,NA,NA
MG592732.1,NA,NA,NA
MG496253.1,NA,NA,NA
MF043520.1,NA,NA,"Russia: Magadan Region, Severo-Evensk District"
MF043519.1,NA,NA,Russia: Irkutsk Region
MF043518.1,NA,NA,Russia: Irkutsk Region
MF043517.1,NA,NA,Russia: Buryat Republic
MF043516.1,NA,NA,Russia: Irkutsk Region
MF043515.1,NA,NA,Russia: Irkutsk Region
MF043514.1,NA,NA,Russia: Irkutsk Region
MF043513.1,NA,NA,Russia: Buryat Republic
MF043512.1,NA,NA,Russia: Irkutsk Region
MF043511.1,NA,NA,Russia: Buryat Republic
MF043510.1,NA,NA,Russia: Buryat Republic
MF043509.1,NA,NA,Russia: Buryat Republic
MF043508.1,NA,NA,Russia: Irkutsk Region
MF043507.1,NA,NA,Russia: Buryat Republic
MF043506.1,NA,NA,Russia: Buryat Republic
MF043505.1,NA,NA,Russia: Buryat Republic
MF043504.1,NA,NA,Russia: Irkutsk Region
MF043503.1,NA,NA,Russia: Buryat Republic
MF043502.1,NA,NA,Russia: Irkutsk Region
MF043501.1,NA,NA,Russia: Buryat Republic
MF043500.1,NA,NA,Russia: Irkutsk Region
MF043499.1,NA,NA,Russia: Irkutsk Region
MF043498.1,NA,NA,Russia: Irkutsk Region
MF043497.1,NA,NA,Russia: Buryat Republic
MF043496.1,NA,NA,Russia: Buryat Republic
MF043495.1,NA,NA,Russia: Buryat Republic
MF043494.1,NA,NA,Russia: Irkutsk Region
MF043493.1,NA,NA,Russia: Irkutsk Region
MF043492.1,NA,NA,Russia: Zabaikal Region
MF043491.1,NA,NA,Russia: Irkutsk Region
MF043490.1,NA,NA,Russia: Irkutsk Region
MF043489.1,NA,NA,Russia: Buryat Republic
MF043488.1,NA,NA,Russia: Buryat Republic
MF043487.1,NA,NA,Russia: Irkutsk Region
MF043486.1,NA,NA,Russia: Buryat Republic
MF043485.1,NA,NA,Russia: Irkutsk Region
MF043484.1,NA,NA,Russia: Buryat Republic
MF043483.1,NA,NA,Russia: Buryat Republic
MF043482.1,NA,NA,Russia: Buryat Republic
MF043481.1,NA,NA,Russia: Irkutsk Region
MF043480.1,NA,NA,Russia: Irkutsk Region
MF043479.1,NA,NA,Russia: Buryat Republic
MF043478.1,NA,NA,Russia: Irkutsk Region
MF043477.1,NA,NA,Russia: Irkutsk Region
MF043476.1,NA,NA,Russia: Buryat Republic
MF043475.1,NA,NA,Russia: Irkutsk Region
MF043474.1,NA,NA,Russia: Zabaikal Region
MF043473.1,NA,NA,Russia: Irkutsk Region
MF043472.1,NA,NA,Russia: Irkutsk Region
MF043471.1,NA,NA,Russia: Buryat Republic
MF043470.1,NA,NA,Russia: Buryat Republic
MF043469.1,NA,NA,Russia: Buryat Republic
MF043468.1,NA,NA,Russia: Irkutsk Region
MF043467.1,NA,NA,Russia: Irkutsk Region
MF043466.1,NA,NA,Russia: Buryat Republic
MF043465.1,NA,NA,Russia: Buryat Republic
MF043464.1,NA,NA,Russia: Buryat Republic
MF043463.1,NA,NA,Russia: Buryat Republic
MF043462.1,NA,NA,Russia: Irkutsk Region
MF043461.1,NA,NA,Russia: Irkutsk Region
MF043460.1,NA,NA,Russia: Irkutsk Region
MF043459.1,NA,NA,Russia: Zabaikal Region
MF043458.1,NA,NA,Russia
MF043457.1,NA,NA,Russia: Irkutsk Region
MF043456.1,NA,NA,Russia: Buryat Republic
MF043455.1,NA,NA,Russia: Buryat Republic
MF043454.1,NA,NA,Russia: Zabaikal Region
MF043453.1,NA,NA,Russia: Zabaikal Region
MF043452.1,NA,NA,Russia: Buryat Republic
MF043451.1,NA,NA,Russia: Buryat Republic
MF043450.1,NA,NA,Russia: Buryat Republic
MF043449.1,NA,NA,Russia: Buryat Republic
MF043448.1,NA,NA,"Russia: Magadan Region, Severo-Evensk District"
MF043447.1,NA,NA,"Russia: Magadan Region, Severo-Evensk District"
MF043446.1,NA,NA,"Russia: Magadan Region, Severo-Evensk District"
MF043445.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043444.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043443.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043442.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043441.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043440.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043439.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043438.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043437.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043436.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043435.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043434.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043433.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043432.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043431.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043430.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043429.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043428.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043427.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043426.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043425.1,NA,NA,China: Inner Mongolia Autonomous Region
MF043424.1,NA,NA,"Russia: Magadan Region, Severo-Evensk District"
MG551929.1,NA,NA,NA
MG551928.1,NA,NA,NA
MG592713.1,NA,NA,NA
MG592706.1,NA,NA,NA
MG551914.1,NA,NA,NA
MG551913.1,NA,NA,NA
MG586887.1,NA,NA,NA
MG586886.1,NA,NA,NA
MG592719.1,NA,NA,NA
MG551912.1,NA,NA,NA
MG551911.1,NA,NA,NA
MG561401.1,NA,NA,NA
MG586885.1,NA,NA,NA
MG182423.1,NA,NA,NA
MG520372.1,NA,NA,NA
MG436773.1,NA,NA,NA
MG548632.1,NA,NA,NA
MG496254.1,NA,NA,NA
MG518521.1,NA,NA,NA
MG546004.1,NA,NA,NA
MG496256.1,NA,NA,NA
MG517557.1,NA,NA,NA
MG457776.1,NA,NA,NA
MG518475.1,NA,NA,NA
MG436774.1,NA,NA,NA
MG548630.1,NA,NA,NA
MG548631.1,NA,NA,NA
MG546008.1,NA,NA,NA
MG488279.1,NA,NA,NA
MG496255.1,NA,NA,NA
MF114223.1,Illumina,BWA v. 0.6.29,"Poland: Kierzkowo,Znin, Kujavia-Pommern"
MF114222.1,Illumina,BWA v. 0.6.29,"Poland: Kierzkowo,Znin, Kujavia-Pommern"
MF114221.1,Illumina,BWA v. 0.6.29,"Poland: Kierzkowo,Znin, Kujavia-Pommern"
MF114220.1,Illumina,BWA v. 0.6.29,"Poland: Kierzkowo,Znin, Kujavia-Pommern"
MF114213.1,Illumina,BWA v. 0.6.29,"Poland: Kierzkowo,Znin, Kujavia-Pommern"
J01415.2,NA,NA,United Kingdom: Great Britain
MG373785.1,NA,NA,NA
MG423619.1,NA,NA,NA
MG257946.1,NA,NA,NA
MG334286.1,NA,NA,NA
MG322267.1,NA,NA,NA
MG257947.1,NA,NA,NA
MG423620.1,NA,NA,NA
MG230113.1,NA,NA,NA
MG386697.1,NA,NA,NA
MG334263.1,NA,NA,NA
MG322249.1,NA,NA,NA
MG386698.1,NA,NA,NA
KY645943.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645942.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645941.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645940.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645939.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645938.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645937.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645936.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645935.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645934.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645933.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645932.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645931.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645930.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645929.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645928.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645927.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645926.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645925.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645924.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645923.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645922.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645921.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645920.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645919.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645918.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645917.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645916.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645915.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645914.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645913.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645912.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645911.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645910.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645909.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645908.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645907.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645906.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645905.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645904.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645903.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645902.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645901.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645900.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645899.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645898.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645897.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645896.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645895.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
KY645894.1,Illumina,Mapping Iterative Assembler v. MIA v. 1,Colombia: Putumayo
OP682137.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682136.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682135.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682134.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682133.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682132.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682131.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682130.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682129.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682128.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682127.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682126.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682125.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682124.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682123.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682122.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682121.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682120.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682119.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
OP682118.1,Illumina,bwa v. 0.7.17,Spain: Canary Islands
