motif,num_profiles,profiles
C4a1,25,KX358473.1 KJ446469.1 KJ446468.1 KC911332.1 KF451842.1 KF451705.1 MT554223.1 MN595854.2 MN595830.2 MN595824.2 MN595810.2 MN595803.2 MN595799.2 MN595798.2 MN595789.2 MN595768.2 MN595759.2 MN595754.2 MN595752.2 MN595726.2 MF523177.1 MF523089.1 MF523081.1 MF522893.1 MF522842.1 
C4a1a,6,KU683526.1 KU683346.1 FJ951462.1 MN595827.2 MK059556.1 KF163042.1 
C4a1a1,7,JX266268.1 MH120737.1 OR438615.1 ON983416.1 OL741894.1 OL638611.1 MN540560.1 
C4a1a1a,6,KT213777.1 OQ707178.1 OQ707168.1 FJ383648.1 FJ383639.1 FJ383635.1 
C4a1a+195,40,KX358499.1 KX358484.1 KX358483.1 KX358478.1 KU683385.1 MH553700.1 KJ446474.1 KJ446472.1 KJ446471.1 KJ446470.1 JX266260.1 MG952858.1 JN392434.2 JF811749.1 MG660743.1 MG660726.1 MG660724.1 OR438547.1 OL697417.1 KF451679.1 KF451666.1 KF451610.1 FJ951601.1 FJ951530.1 MW698657.2 MW698507.2 MW698497.2 MW698490.2 MN595891.2 KF450875.1 MF523205.1 MF523139.1 MF523072.1 MF523008.1 MF523007.1 MF522939.1 MF043445.1 EU597517.1 KX675291.1 KX467263.1 
C4a1a2,8,KU683469.1 KU683378.1 KU683360.1 KU682978.1 KU682975.1 KF849915.1 OL741905.1 OL741896.1 
C4a1a2a,7,MH553786.1 AY255174.1 JF824963.2 JF824870.2 OL742009.1 OL697434.1 MT454433.1 
C4a1a3,33,KX358497.1 KU683100.1 KF148585.1 KF148560.1 KF148424.1 KF148417.1 KF148390.1 KJ446473.1 KF148322.1 KF148303.1 KF148288.1 KF148282.1 KF148273.1 KF148266.1 KF148261.1 KC911483.1 KC911380.1 KF148210.1 KF148159.1 MG660719.1 MG660707.1 MG660679.1 MG660677.1 MG660660.1 MG660633.1 MG660630.1 MG660612.1 KF451472.1 FJ951444.1 FJ951442.1 MW698570.2 MK217925.1 EU482322.1 
C4a1a3a,15,KF148483.1 KF148481.1 KF148475.1 KJ923842.1 KF148460.1 KF148395.1 KF148382.1 KF148124.1 KF148093.1 FJ951533.1 FJ951463.1 MW698670.2 MW698633.2 MF043491.1 MF043466.1 
C4a1a3a1,8,KF148498.1 KF148391.1 KF148235.1 AY615360.2 AY195753.2 MG660732.1 MG660731.1 EU482371.1 
C4a1a3b,5,KX358471.1 KU683425.1 MG660512.1 FJ951552.1 EU482380.1 
C4a1a3c,17,KX358486.1 KF148578.1 KF148576.1 KF148573.1 KF148505.1 KF148504.1 KF148397.1 KF148304.1 KF148272.1 KF148247.1 KF148242.1 KF148240.1 KF148232.1 KF148229.1 KF148214.1 MG660611.1 EU482332.1 
C4a1a3d,12,KF148565.1 KF148550.1 KF148544.1 KF148464.1 KF148456.1 KF148453.1 KF148439.1 KF148402.1 KF148281.1 KF148121.1 KF148106.1 MG660663.1 
C4a1a4,14,KU682996.1 KU682994.1 KU682941.1 KU682939.1 KF148467.1 OQ596672.1 ON127791.1 OM218730.1 OL697705.1 FJ951459.1 MW698642.2 MW698514.2 MF043503.1 MH894749.1 
C4a1a4a,28,KT725990.1 KF148526.1 KF148484.1 KF148406.1 KF148267.1 KF148190.1 MG660610.1 OQ596633.1 OQ596563.1 MG660571.1 FJ951613.1 FJ951607.1 FJ951518.1 FJ951489.1 FJ951443.1 FJ748746.1 MW698648.2 MW698634.2 MW698583.2 MW698559.2 MW698554.2 MW698502.2 MW698476.2 MF522956.1 MF522954.1 EU482361.1 MH894765.1 KX675274.1 
C4a1a5,7,HM036567.1 HM036564.1 MG660588.1 MG660578.1 MG660573.1 MG660563.1 FJ951612.1 
C4a1a6,7,KU683367.1 KU683063.1 KM594567.1 FJ951475.1 MW698496.2 MW698491.2 MF043432.1 
C4a1b,6,KX457199.1 KX457186.1 HQ260971.1 GU392065.1 GU392064.1 GU392063.1 
C4a2,3,OM194324.1 MT929252.1 MT929251.1 
C4a2a,2,KF148092.1 MG660614.1 
C4a2a1,65,KU683547.1 KU683370.1 KU683292.1 KU683171.1 KU683140.1 KU683104.1 KU683056.1 KU683019.1 KU683007.1 KU682979.1 KU682968.1 KU682956.1 KU682906.1 EU007861.1 KF148566.1 KF148564.1 KF148501.1 KF148473.1 KF148455.1 KF148446.1 KF148436.1 KJ446475.1 KF148246.1 KF148237.1 KF148230.1 KF148218.1 KF148216.1 JQ705222.1 MG778683.1 MG778659.1 MG778654.1 MG660746.1 MG660744.1 MG660739.1 MG660734.1 MG660727.1 MG660699.1 MG660666.1 MG660661.1 MG660648.1 MG660626.1 MG660622.1 MG660619.1 MG660599.1 MG660575.1 MG660572.1 MG660524.1 MG660517.1 FJ951609.1 FJ951608.1 FJ951579.1 KF451476.1 FJ951572.1 FJ951532.1 FJ951504.1 FJ951482.1 FJ951449.1 MW698626.2 MW698624.2 MW698619.2 MW698612.2 MF043518.1 MF043516.1 MF043475.1 MF043443.1 
C4a2a1a,15,KF148584.1 KF148555.1 KF148470.1 KF148383.1 KF148332.1 KF148295.1 KF148290.1 KF148277.1 KF148252.1 KF148207.1 KF148196.1 KF148192.1 MG660659.1 KF148067.1 EU482323.1 
C4a2a1b,10,KF148469.1 AY519485.2 KF148191.1 KF148186.1 KF148185.1 KF148182.1 KF148175.1 KF148168.1 KF148167.1 AF346979.1 
C4a2b,8,KT725899.1 KT725861.1 MH449188.1 MH449073.1 MH449069.1 MH449067.1 GQ895170.1 MG272652.1 
C4a2b1,3,FJ383637.1 FJ383634.1 FJ383631.1 
C4a2b2,14,KX456559.1 KT726119.1 KT726106.1 KT725938.1 OQ707166.1 OQ707164.1 OQ707140.1 OQ707115.1 OQ707095.1 MZ387355.1 FJ748731.1 KF056245.1 KF056244.1 KF056243.1 
C4a2b2a,58,KT213828.1 KT213827.1 KT213825.1 KT213824.1 KT213821.1 KT213818.1 KT213817.1 KT213816.1 KT213815.1 KT213814.1 KT213812.1 KT213808.1 KT213806.1 KT213805.1 KT213804.1 KT213802.1 KT213799.1 KT213798.1 KT213796.1 KT213794.1 KT213792.1 KT213789.1 KT213787.1 KT213786.1 KT213783.1 KT213776.1 KT213775.1 KT213774.1 KT213772.1 KT213770.1 KT213768.1 KT213767.1 KT213766.1 KT213765.1 KT213763.1 KT213762.1 KT213761.1 KT213759.1 KT213758.1 KT213756.1 KT213755.1 KT213754.1 KT213752.1 KT213751.1 KT213749.1 KT213748.1 KT213745.1 KF056256.1 KF056255.1 KF056254.1 KF056253.1 KF056252.1 KF056251.1 KF056250.1 KF056249.1 KF056248.1 KF056247.1 KF056246.1 
C4a2c,4,OM194274.1 FJ951548.1 MF522951.1 KX675301.1 
C4a2c1,9,FJ383619.1 FJ383618.1 FJ383617.1 FJ383616.1 FJ383613.1 FJ383611.1 FJ383609.1 FJ383608.1 FJ383607.1 
C4a2c2,3,KF849938.1 FJ383649.1 FJ383647.1 
C4a2c2a,4,HM036554.1 HM036541.1 HM036538.1 HM036530.1 
C4b,61,MH553763.1 KU683083.1 KU683031.1 KR153486.1 KF148545.1 KF148543.1 KF148445.1 KF148432.1 KF148396.1 KJ446479.1 KJ446478.1 KF148292.1 KF148284.1 KF148271.1 KF148245.1 KF148236.1 KF148217.1 KF148123.1 KF148122.1 KF148116.1 MG778670.1 KF148100.1 MG660737.1 MG660723.1 MG660720.1 MG660709.1 MG660702.1 MG660701.1 MG660695.1 MG660680.1 MG660678.1 MG660649.1 MG660637.1 MG660636.1 MG660635.1 MG660632.1 MG660616.1 OQ596656.1 OQ596651.1 GU123047.1 OQ596611.1 OQ596608.1 OQ596606.1 OQ596596.1 OQ596584.1 OQ596572.1 OQ596566.1 ON127756.1 ON127726.1 FJ951573.1 FJ951561.1 KF451467.1 KF451463.1 FJ951502.1 FJ951445.1 MW698601.2 MW698484.2 MN628150.1 MF043436.1 EU482317.1 EU482314.1 
C4b1,78,KU683293.1 KU683198.1 KU682913.1 EU007879.1 KF148557.1 KF148552.1 KF148533.1 KF148527.1 KF148523.1 KF148522.1 KF148514.1 KF148511.1 KF148500.1 KF148497.1 KF148496.1 KF148490.1 KF148477.1 KJ446476.1 KF148321.1 KF148319.1 KF148308.1 KF148302.1 KF148286.1 KF148276.1 KF148259.1 KF148243.1 KF148241.1 KF148239.1 KF148219.1 KF148178.1 KF148177.1 KF148172.1 AY195772.2 KF148155.1 KF148146.1 KF148139.1 MG778668.1 MG660730.1 MG660721.1 MG660706.1 MG660698.1 MG660696.1 MG660694.1 MG660692.1 MG660687.1 MG660686.1 MG660673.1 MG660647.1 OQ596699.1 OQ596681.1 OQ596661.1 OQ596652.1 OQ596646.1 OQ596604.1 OQ596597.1 OQ596593.1 OQ596589.1 KF148080.1 ON127779.1 ON127770.1 ON127724.1 FJ951618.1 FJ951617.1 KF451479.1 FJ951568.1 FJ951559.1 FJ951477.1 FJ951476.1 MW698605.2 MW698519.2 MF523094.1 MF522888.1 MF522861.1 MF522850.1 MF522849.1 AF346991.1 EU482304.1 MH807359.1 
C4b1a,16,DQ272122.1 KF148558.1 AY570526.1 KF148176.1 OQ596609.1 OQ596590.1 OQ596588.1 OQ596585.1 OQ596577.1 OQ596553.1 OQ596551.1 FJ951512.1 FJ951474.1 MW698508.2 MF043428.1 EU482368.1 
C4b1b,13,KF148571.1 KF148542.1 KF148468.1 KF148376.1 KF148250.1 MG660662.1 FJ951497.1 MW698652.2 MW698600.2 MW698546.2 MF043492.1 MF043476.1 MF043469.1 
C4b2,5,KF148156.1 KF148149.1 KF148135.1 MK217946.1 MK217927.1 
C4b2a,33,EU007839.1 AY519487.2 AY195763.2 KF874360.1 OQ596714.1 OQ596706.1 OQ596693.1 OQ596690.1 OQ596686.1 OQ596685.1 OQ596680.1 OQ596654.1 OQ596648.1 FJ951598.1 MK217947.1 MK217944.1 MK217942.1 MK217941.1 MK217939.1 MK217938.1 MK217932.1 MK217930.1 MK217929.1 MK217928.1 MK217924.1 MK217922.1 MK217921.1 MK217920.1 MK217919.1 MK217918.1 MK217913.1 MK217912.1 EU482333.1 
C4b3,6,KU683439.1 KU683387.1 KU683291.1 KF148478.1 MG660607.1 FJ951447.1 
C4b3a,11,KU683247.1 KJ446477.1 KF148117.1 KF148115.1 KF148111.1 MG660718.1 MG660676.1 MG660625.1 KF451694.1 FJ951495.1 EU482310.1 
C4b3a1,5,KF148589.1 KF148587.1 KF148300.1 EU482324.1 EU482315.1 
C4b3b,1,AF346970.1 
C4b5,2,FJ951580.1 FJ951460.1 
C4b6,15,KU683538.1 KU683426.1 KU683307.1 MG660608.1 MG660606.1 MG660536.1 MG660528.1 MG660515.1 MG660506.1 FJ951508.1 FJ951451.1 MF043490.1 EU482375.1 MH894756.1 KX675275.1 
C4b7,9,KF148586.1 KF148575.1 KF148110.1 MG660618.1 MG660617.1 MG660615.1 EU482330.1 EU482326.1 EU482313.1 
C4b8,1,KF148472.1 
C4b8a,4,AY519490.2 MW698577.2 MW698499.2 EU482370.1 
C4c,1,EU095543.1 
C4c1,20,KM101854.1 KF729957.1 JF979209.1 JF979208.1 JF979207.1 JF979206.1 JF979205.1 JF979204.1 GU215075.1 MF588866.1 MF588861.1 MF588846.1 MF588844.1 MF588843.1 MF588837.1 MF588799.1 MF588824.1 MF588822.1 MF588821.1 MF588815.1 
C4c1a,5,JQ705814.1 JF979200.1 JF979199.1 JF979198.1 MZ387935.1 
C4c1b,5,JF979203.1 JF979202.1 JF979201.1 MF588860.1 MF588839.1 
C4c2,4,JQ705381.1 JF979211.1 JF979210.1 MZ387928.1 
C4+152,5,KU683046.1 KJ446467.1 KF451007.1 MF523133.1 MF523034.1 
C4+152+16093,3,GQ895156.1 KX675295.1 KX675272.1 
C4d,6,KX456514.1 KU683025.1 KT726077.1 GQ895165.1 GQ895155.1 OM194300.1 
C4e,3,MG660602.1 FJ951611.1 FJ951610.1 
C5,0,
C5a,0,
C5a1,43,DQ272118.1 KU683567.1 KU683558.1 KU683315.1 KU683281.1 KU683200.1 KU683160.1 EU007875.1 KJ446489.1 KJ446488.1 KJ446487.1 AY615361.1 MG660722.1 MG660716.1 MG660703.1 MG660697.1 MG660681.1 MG660674.1 OQ596571.1 OQ596568.1 OQ596562.1 OQ596561.1 ON127714.1 OM194293.1 KF451702.1 FJ951583.1 FJ951562.1 FJ951560.1 KF451464.1 KF451461.1 FJ951515.1 FJ951481.1 FJ951478.1 FJ951439.1 MW698632.2 MW698576.2 MW698547.2 MW698530.2 MW698509.2 MK217931.1 MF043487.1 EU597542.1 MF043430.1 
C5a2,0,
C5a2a,7,KJ446486.1 KF148208.1 HM852809.1 KF148083.1 KF451475.1 FJ951457.1 MF043511.1 
C5a2b,38,KF148590.1 KF148144.1 KF874361.1 KF874359.1 KF874358.1 KF874357.1 KF874356.1 MG660664.1 MG660644.1 OQ596711.1 OQ596707.1 OQ596705.1 OQ596704.1 OQ596698.1 OQ596696.1 OQ596684.1 OQ596677.1 OQ596676.1 OQ596674.1 OQ596667.1 OQ596666.1 OQ596660.1 FJ951599.1 FJ951597.1 FJ951596.1 MK217936.1 MK217934.1 MK217933.1 MK217923.1 MK217917.1 MK217915.1 MK217914.1 MK180580.1 MK180579.1 MK180570.1 MK180567.1 EU482328.1 EU482306.1 
C5a2b1,10,EU007850.1 KF148160.1 KF148150.1 KF148134.1 OQ596670.1 OQ596665.1 OQ596655.1 OQ596642.1 OQ596576.1 FJ951595.1 
C5b,2,FJ951454.1 KY782186.1 
C5b1,1,FJ951472.1 
C5b1a,6,MG660683.1 MG660656.1 MG660653.1 MG660651.1 FJ951566.1 FJ951441.1 
C5b1a1,17,KF148561.1 AY615359.1 KF148103.1 KF148099.1 MG660748.1 MG660735.1 MG660733.1 MG660729.1 MG660725.1 MG660645.1 FJ951586.1 FJ951480.1 FJ951473.1 FJ951464.1 MW698628.2 MW698588.2 MF522868.1 
C5b1b,4,KU683549.1 KU683362.1 KU683003.1 FJ951496.1 
C5b1b1,13,KF148559.1 KF148480.1 KF148476.1 KF148450.1 KF148434.1 KF148416.1 KF148379.1 KF148334.1 KF148227.1 KF148094.1 OM194302.1 FJ951455.1 FJ951438.1 
C5+16093,1,AP008664.1 
C5c,15,KC911293.1 MG660595.1 MG660593.1 MG660579.1 MG660568.1 MG660566.1 MG660561.1 MG660551.1 MG660550.1 MG660509.1 MG660507.1 MG660501.1 MG660500.1 FJ951614.1 EU482321.1 
C5c+16234,2,KX363872.1 KC911629.1 
C5c1,1,FJ951452.1 
C5c1a,16,JX266261.1 JQ705827.1 JQ705782.1 MH120711.1 JQ705161.1 JQ703885.1 MH120521.1 JQ702321.1 JN315676.1 OR438513.1 GQ853199.1 MG646183.1 FJ951606.1 FJ951605.1 FJ743691.1 KF379750.1 
C5d,7,MH449061.1 MH449059.1 MH449051.1 MH449049.1 MH449045.1 OP620838.1 MT419053.1 
C5d1,31,KF148574.1 KJ446485.1 KJ446484.1 KJ446483.1 KJ446482.1 KF148318.1 KF148274.1 KF148248.1 KF148238.1 KF148224.1 KF148223.1 MG660704.1 MG660613.1 MG660609.1 OQ596641.1 OQ596570.1 OQ596569.1 OQ596559.1 ON127782.1 ON127730.1 KF451704.1 KF451703.1 KF451696.1 KF451695.1 FJ951440.1 MN628046.1 MN413215.1 EU828637.1 EU482329.1 EU482307.1 EU482303.1 
C5d2,2,FJ951576.1 MW698549.2 
C7,21,KX456789.1 KX456539.1 KX456484.1 KX456466.1 KX456452.1 KX456437.1 KT587547.1 MH449535.1 MH449480.1 MH449457.1 MH449104.1 KF849951.1 ON983595.1 FJ951594.1 MT419267.1 MT419259.1 MT419258.1 MT419256.1 MT419252.1 MT419243.1 MN628112.1 
C7a,80,MH553921.1 KX456892.1 KX456877.1 KX456764.1 KX456702.1 KX456677.1 KX456630.1 MH553779.1 MH553709.1 MH449487.1 MH449478.1 MH449467.1 KJ446498.1 KJ446497.1 KJ446493.1 MH449363.1 MH449362.1 MH449361.1 MH449354.1 MH449335.1 MH449331.1 MH449316.1 MH449311.1 MH449298.1 MH449174.1 MH449171.1 MH449136.1 MH449129.1 MH449112.1 MH449091.1 MH449082.1 MH449070.1 MH449068.1 KC251751.1 MH449017.1 MH449001.1 MH449000.1 MH448987.1 MH448955.1 MH448954.1 JQ703015.1 KF540789.1 KF540785.1 GU810045.1 KF540740.1 OP620826.1 ON983469.1 ON127748.1 OL741989.1 OL697706.1 KF451776.1 KF451775.1 OL697506.1 OL697472.1 OL505366.1 KF451531.1 MG273069.1 MG273068.1 MG273059.1 MG273044.1 MG273037.1 MG272992.1 FJ748711.1 MT419318.1 MT419311.1 MG272781.1 MG272747.1 MT419064.1 MT419049.1 MT419001.1 MT418991.1 MG272746.1 MG272743.1 MG272739.1 MG272738.1 MG272669.1 MN006868.1 KF384016.1 KF383987.1 KX457450.1 
C7a1,41,KX457153.1 KX457134.1 KX457133.1 KX457132.1 KX457123.1 KX456498.1 KX456456.1 MH553676.1 MH553673.1 MH499878.1 MH449295.1 KF540821.1 OL880040.1 OL879995.1 OL879908.1 OL879898.1 OL742012.1 OL741958.1 OL697622.1 MG273031.1 MG273030.1 MG273023.1 MG272892.1 MG272870.1 MG272833.1 MG272817.1 MG272815.1 MG272811.1 MG272809.1 MG272805.1 MG272802.1 MT454451.1 MT454420.1 MG272796.1 MG272794.1 MG272789.1 MT419290.1 MT419103.1 MN628121.1 MN628040.1 KF384029.1 
C7a1a,0,
C7a1a1,6,KX457081.1 FJ383640.1 FJ383638.1 FJ383633.1 FJ383632.1 FJ383630.1 
C7a1a2,5,FJ383628.1 FJ383627.1 FJ383624.1 FJ383623.1 FJ383622.1 
C7a1c,20,MH553796.1 KU683445.1 KU683415.1 KU683354.1 KU683319.1 KU683251.1 KU682930.1 KJ446490.1 KC252520.1 KF148205.1 AY255176.1 JF261632.1 OM194326.1 OL879883.1 OL741898.1 OL697698.1 KF451741.1 FJ951563.1 MT454360.1 EU482359.1 
C7a1d,1,FJ383636.1 
C7a2,34,KX457311.1 KX457093.1 MH571405.1 KX456987.1 KX456979.1 KX456856.1 MH553853.1 KX456483.1 KX456470.1 KX456465.1 KX456455.1 KJ446496.1 KJ446495.1 KJ446494.1 JF896797.1 OP620876.1 OP620855.1 OP620843.1 ON983649.1 ON983626.1 OL742011.1 OL741897.1 KF451765.1 KF451763.1 KF451761.1 OL697475.1 MG273124.1 MG273009.1 MZ387354.1 MT454369.1 MT419046.1 MT419034.1 MT419024.1 KF384015.1 
C7a2a,7,EF429138.1 EF429137.1 EF429136.1 KC252466.1 KC251742.1 KF540847.1 KF540672.1 
C7+16051,6,ON127817.1 ON127815.1 ON127746.1 ON127729.1 ON127706.1 FJ951540.1 
C7b,8,KJ446492.1 KJ446491.1 JF903929.1 KF451795.1 KF451792.1 FJ383643.1 FJ383641.1 MK460516.1 
Z,1,KX457213.1 
Z+152,2,OM638247.1 OM638246.1 
Z1,3,AY519493.2 MG660740.1 MW698675.2 
Z1a,12,KU683537.1 KU683507.1 KU683501.1 KU683457.1 MG660559.1 OM194333.1 MW698637.2 MW698591.2 MK217945.1 MK217935.1 FJ147318.1 MF043514.1 
Z1a1,0,
Z1a1a,24,KU375197.1 KC985163.1 KC985162.1 KC985158.1 DQ902711.1 DQ902710.1 DQ902709.1 DQ902708.1 DQ902707.1 DQ902704.1 DQ902703.1 DQ902701.1 DQ902695.1 JQ703966.1 JQ702844.1 MH118551.1 JQ702551.1 MG825658.1 MG778666.1 MG646190.1 FJ493512.1 MN516662.1 MF497514.1 KY670921.1 
Z1a1b,10,KU683535.1 KU683221.1 KF148270.1 KC985156.1 KF148199.1 KF148173.1 KF148069.1 FJ493514.1 FJ493513.1 MF043515.1 
Z1a2,1,HM044854.1 
Z1a2a,29,KF148325.1 KF148314.1 KF148313.1 KF148310.1 KF148309.1 KF148163.1 AY195761.1 KF148153.1 KF148147.1 KF148114.1 OQ596631.1 OQ596630.1 OQ596624.1 OQ596623.1 OQ596619.1 OQ596615.1 OQ596613.1 OQ596599.1 OQ596594.1 OQ596580.1 OQ596575.1 OQ596574.1 OQ596558.1 OQ596548.1 FJ493515.1 FJ493511.1 MK217940.1 MK217937.1 MK217916.1 
Z1a3,22,KF148591.1 KF148384.1 KJ446504.1 KF148317.1 KF148307.1 KF148289.1 KF148287.1 KC985155.1 KF148209.1 KF148195.1 KF148194.1 KF148141.1 KF148140.1 KF148112.1 KF148109.1 KF148107.1 OQ596578.1 OQ596573.1 OQ596567.1 KF451473.1 FJ493510.1 FJ493509.1 
Z2,10,AP008426.1 AP008419.1 KJ446507.1 AP008381.1 AP013117.1 AP011044.1 AP011007.1 AP008829.1 AP008756.1 KF451285.1 
Z3,34,KX456893.1 KU683352.1 MH553755.1 KU683041.1 KU682882.1 MH553743.1 MH553733.1 MH553710.1 MH499880.1 KJ446505.1 KJ446501.1 KJ446500.1 KF849972.1 AP008841.1 OM194277.1 OL880043.1 OL879986.1 OL879985.1 OL879959.1 OL741994.1 OL741985.1 KF451786.1 OL741890.1 OL697527.1 OL697465.1 MW698647.2 MT454456.1 MT419146.1 MT419138.1 MN628164.1 MN628143.1 KF450879.1 KF450866.1 MK069561.1 
Z3a,7,KX457192.1 KX457031.1 KT725949.1 KJ446503.1 KF451699.1 MN628060.1 MK795839.1 
Z3a1,7,KJ446502.1 KC985167.1 OM638259.1 OM638258.1 KF451459.1 FJ383620.1 EU597518.1 
Z3a1a,54,KX456495.1 MH449093.1 JF824982.2 JF824889.2 OQ707102.1 OQ707101.1 OQ707100.1 OQ707099.1 OQ707097.1 OQ707096.1 OM638291.1 OM638290.1 OM638289.1 OM638288.1 OM638287.1 OM638286.1 OM638285.1 OM638284.1 OM638283.1 OM638282.1 OM638281.1 OM638280.1 OM638279.1 OM638278.1 OM638277.1 OM638276.1 OM638275.1 OM638274.1 OM638273.1 OM638272.1 OM638271.1 OM638270.1 OM638269.1 OM638268.1 OM638267.1 OM638266.1 OM638265.1 OM638264.1 OM638263.1 OM638262.1 OM638261.1 OM638260.1 OM638257.1 OM638256.1 OM638255.1 OM638254.1 OM638253.1 OM638252.1 OM638251.1 OM638250.1 OM638249.1 FJ383646.1 FJ383642.1 FJ383601.1 
Z3a2,5,FJ383604.1 FJ383603.1 FJ383602.1 FJ383599.1 FJ383598.1 
Z3b,11,KT725948.1 KT725932.1 KT725905.1 KT725896.1 KT725889.1 KT725888.1 KT725876.1 OL741913.1 MT454363.1 FJ383645.1 FJ383644.1 
Z3+709,1,KC985166.1 
Z3c,11,KT587387.1 KT587386.1 KT587378.1 HM852845.1 ON983607.1 OL742031.1 OL741983.1 OL741877.1 MF522856.1 MK069566.1 MK069559.1 
Z3d,4,KJ446506.1 ON127805.1 KF451684.1 MN628048.1 
Z4,10,KP076665.1 KC733273.1 KC733272.1 KC733271.1 GU392053.1 GU392052.1 GU392051.1 OL505383.1 GQ119035.1 KX457438.1 
Z4a,21,MH553874.1 KU683342.1 KU683241.1 KU682963.1 MH499871.1 KJ446508.1 KF849984.1 KF849936.1 JF824961.2 JF824868.2 OM194278.1 OL697700.1 OL697498.1 KF451669.1 MZ387362.1 MN628156.1 MN628151.1 MN628039.1 MN628029.1 MK795841.1 MK177496.1 
Z4a1,6,MH553752.1 AY255155.1 OL742003.1 OL741976.1 OL741936.1 MT454443.1 
Z4a1a,5,OQ707171.1 OP620801.1 ON983484.1 FJ748710.1 MN628091.1 
Z4a1a1,2,AP008305.1 AP013181.1 
Z7,8,KT726042.1 OM638248.1 OM638245.1 FJ748751.1 FJ383629.1 FJ383626.1 FJ383625.1 FJ383621.1 
Z5,1,AP008553.1 
M9,0,
M9a'b,0,
M9a,3,KT726095.1 AP010767.1 HM346891.1 
M9a1,1,HM346892.1 
M9a1a,7,KT213741.1 HM346905.1 HM346904.1 HM346903.1 KF540714.1 ON127749.1 OL697509.1 
M9a1a1,8,KX457240.1 KX457238.1 KX457214.1 KU683245.1 KF849980.1 HM346912.1 HM346907.1 FJ748723.1 
M9a1a1a,31,EU007852.1 KF148528.1 KF148515.1 KF148512.1 AP013292.1 AP013234.1 AP013199.1 AP013127.1 AP011019.1 JN857048.1 JN857040.1 AP010687.1 JF824953.2 AP010662.1 JF824860.2 MG660791.1 AP008863.1 HM346906.1 AP008815.1 AP008766.1 ON127830.1 ON127768.1 ON127728.1 ON127722.1 ON127708.1 AP008710.1 AP008702.1 AP008677.1 MW698668.2 AP008629.1 AF346972.1 
M9a1a1b,4,AP008378.1 AP008860.1 HM346908.1 OL697531.1 
M9a1a1c,1,HM346913.1 
M9a1a1c1,0,
M9a1a1c1a,25,KU683577.1 KU683086.1 AY255153.1 JN857063.1 JF824964.2 JF824908.2 JF824871.2 JF824815.2 HM346936.1 HM346935.1 HM346934.1 HM346933.1 HM346932.1 ON127845.1 ON127844.1 ON127840.1 AP008704.1 OL697629.1 OL697421.1 MT454354.1 MN628163.1 MN628056.1 MN628030.1 MN413208.1 AP008353.1 
M9a1a1c1b,0,
M9a1a1c1b1,2,FJ383320.1 HM346915.1 
M9a1a1c1b1a,83,KT726145.1 KT726139.1 KT726138.1 KT726131.1 KT726104.1 KT726051.1 KT726044.1 KT726038.1 KT726027.1 KT726025.1 KT726022.1 KT726016.1 KT726012.1 KT726011.1 KT726010.1 KT726004.1 KT726003.1 KT726000.1 KT725999.1 KT725995.1 KT725985.1 KT725984.1 KT725977.1 KT725976.1 KT725972.1 KT725970.1 KT725960.1 KT725871.1 KT213820.1 KT213779.1 KJ446705.1 KJ446704.1 FJ383319.1 JN857018.1 HM346931.1 HM346930.1 HM346929.1 HM346928.1 HM346927.1 HM346925.1 HM346924.1 HM346923.1 HM346922.1 HM346921.1 HM346920.1 HM346919.1 HM346917.1 HM346916.1 HM036573.1 HM036552.1 HM036546.1 HM036545.1 OQ707204.1 OQ707197.1 OQ707186.1 OQ707185.1 OQ707175.1 OQ707146.1 OQ707143.1 OQ707142.1 OQ707126.1 OQ707124.1 OQ707122.1 OQ707121.1 OQ707120.1 OQ707091.1 GQ895151.1 GQ895150.1 KF451803.1 GQ337588.1 FJ748755.1 FJ748729.1 KF056297.1 KF056296.1 KF056295.1 KF056294.1 KF056293.1 KF056292.1 KF056291.1 KF056290.1 KF056288.1 KF056287.1 KF450868.1 
M9a1a1c1b1a1,8,KT726024.1 KT726019.1 KT725987.1 KT725978.1 HM346918.1 HM036540.1 GQ895146.1 KF056289.1 
M9a1a1c1b1a2,5,KT726126.1 HM346926.1 HM036570.1 HM036569.1 HM036568.1 
M9a1a1c1b2,2,FJ383325.1 FJ383324.1 
M9a1a1c1c,2,KF849895.1 HM346914.1 
M9a1a1d,5,HM346911.1 HM346910.1 HM346909.1 ON983552.1 ON983510.1 
M9a1a2,13,KU683437.1 KU682912.1 KU682899.1 KU682897.1 KT726091.1 KT726088.1 KT726070.1 KT726058.1 KT726046.1 HM346902.1 OL741895.1 GQ337575.1 FJ748744.1 
M9a1a3,6,MH553850.1 KJ446706.1 KC252560.1 JN857051.1 KF540711.1 KF451672.1 
M9a1b,4,KT725912.1 KT725890.1 KT725875.1 HM346893.1 
M9a1b+150,12,KT725955.1 KT725946.1 KT725928.1 KT725913.1 KT725869.1 HM346897.1 HM346896.1 HM346895.1 HM346894.1 HM036572.1 OQ707203.1 GQ895143.1 
